ID	SMG9	DDX49	NR2C2AP	BSG	OIT3	TPM2	nomoscore	Type
TCGA-DD-A1EL-11A-11R-A155-07	0.286631081	0.845980219	0.379186442	0.515634179	5.096900548	0.67747382	-5.189923052	Normal
TCGA-DD-A39X-11A-11R-A213-07	0.320170119	0.782064042	0.727232828	0.465525069	4.992806527	0.658588002	-4.768907135	Normal
TCGA-BC-A216-11A-11R-A155-07	0.422614706	1.175419258	0.548267251	0.678547775	5.54150315	1.037039874	-5.056654608	Normal
TCGA-FV-A2QR-11A-11R-A213-07	0.377334644	0.687171837	0.572842898	0.961778264	4.293942963	1.949351053	0.712773954	Normal
TCGA-BD-A3EP-11A-12R-A22L-07	0.334587971	1.119724615	0.150752459	1.108582586	5.493936123	1.119846785	-3.431500898	Normal
TCGA-DD-A1EG-11A-11R-A213-07	0.452447413	1.239484798	0.551067361	0.941696089	5.01733835	2.030505591	-1.3388799	Normal
TCGA-FV-A23B-11A-11R-A16W-07	0.434853194	0.729606112	0.610377846	0.775859048	4.826062582	1.523192004	-1.905317987	Normal
TCGA-DD-A3A2-11A-11R-A213-07	0.328082493	0.920303481	0.870084293	0.176907829	5.19333889	1.234789272	-5.632429267	Normal
TCGA-DD-A3A8-11A-11R-A22L-07	0.455167699	1.683976309	0.595373671	1.100548706	5.175580014	0.926088161	-2.763858081	Normal
TCGA-DD-A39V-11A-11R-A213-07	0.54266276	1.191882371	0.455730367	0.349201707	5.601539469	0.974025514	-6.706133697	Normal
TCGA-FV-A3I1-11A-11R-A22L-07	0.338801861	0.900215905	0.366777971	0.397154205	5.539525712	0.923460322	-6.456839607	Normal
TCGA-EP-A26S-11A-12R-A16W-07	0.19924801	1.05311847	0.580185806	0.409537581	5.555675744	1.17471926	-6.064340662	Normal
TCGA-DD-A39W-11A-11R-A213-07	0.187216147	1.13715972	0.512203799	0	5.089451867	1.177109948	-6.762691757	Normal
TCGA-EP-A3RK-11A-11R-A22L-07	0.374383023	0.926631795	0.885472464	0.216960287	5.11571304	1.528807118	-4.837978459	Normal
TCGA-DD-A39Z-11A-21R-A213-07	0.380185284	1.207358025	0.722001841	0.622425127	3.407003143	2.014453887	1.39652499	Normal
TCGA-BD-A2L6-11A-21R-A213-07	0.717818031	0.684997655	0.399375596	0.81861394	5.114069791	1.682983951	-2.235296741	Normal
TCGA-FV-A3R2-11A-11R-A22L-07	0.43366052	1.213353839	0.868437919	0.983892942	4.979851911	1.478645478	-1.495353995	Normal
TCGA-DD-A3A3-11A-11R-A22L-07	0.284829649	0.970650225	0.505280173	0.601782828	5.960549943	1.949786027	-5.179866911	Normal
TCGA-G3-A3CH-11A-11R-A22L-07	0.471242163	1.129532142	0.55678834	0.869973105	5.431624292	1.027170099	-3.93128329	Normal
TCGA-DD-A3A5-11A-11R-A22L-07	0.326010802	1.058143209	0.246493103	0.329276733	3.711764347	0.626018534	-2.874635751	Normal
TCGA-DD-A1EH-11A-11R-A131-07	0.286076381	0.826837682	0.798602846	0.647221831	5.012808405	0.97595327	-3.600539692	Normal
TCGA-DD-A1EC-11A-11R-A131-07	0	0.874015773	0	0.336066416	5.868172132	1.565341143	-7.199824095	Normal
TCGA-BC-A10X-11A-11R-A131-07	0.15100124	0.710528947	0.345415194	0.406112927	5.284468562	1.105728038	-5.566555949	Normal
TCGA-BC-A10W-11A-11R-A131-07	0.223180561	0.877835937	0.542256508	0.793803802	5.491911532	0.98563519	-4.46763004	Normal
TCGA-DD-A119-11A-11R-A131-07	0.25472589	0.771506561	0.09690656	0.317593726	6.370065003	0.619782218	-9.482004205	Normal
TCGA-DD-A1EI-11A-11R-A131-07	0.236956218	1.059174927	0.429089814	0.39005216	5.332203071	0.6976725	-6.372749221	Normal
TCGA-BC-A110-11A-11R-A131-07	0.601534161	1.184844189	0.328701405	0.539828853	5.319501944	1.004264603	-5.258284682	Normal
TCGA-DD-A11C-11A-11R-A131-07	0.356743758	0.981440336	0.495107361	0.612217547	5.589189866	0.782286438	-5.774379971	Normal
TCGA-FV-A3I0-11A-11R-A22L-07	0.467700689	1.156086061	0.492336535	0.538020683	4.551022406	0.343361084	-4.169868695	Normal
TCGA-DD-A3A1-11A-11R-A213-07	0.651070033	1.429555018	0.687797704	0.811552251	4.703423623	2.750088369	-0.004270241	Normal
TCGA-DD-A11A-11A-11R-A131-07	0.105210933	0.596753794	0.259279801	0.433260149	5.848089958	0.776055478	-7.326838882	Normal
TCGA-BC-A10Z-11A-11R-A131-07	0.453334502	1.007438489	1.028282142	1.070099937	4.522305133	1.853008995	0.786197553	Normal
TCGA-EP-A12J-11A-11R-A131-07	0.265910456	1.162395651	0.274259129	1.147351452	4.770776843	0.983951476	-1.61860782	Normal
TCGA-BC-A10T-11A-11R-A131-07	0.228880342	0.9231991	0.691563583	0.610117084	5.973791246	0.908261843	-6.403332703	Normal
TCGA-DD-A11D-11A-12R-A131-07	0.363274781	0.908056787	0.244419761	0.896122076	4.709202889	0.653695469	-2.79445946	Normal
TCGA-DD-A113-11A-12R-A131-07	0.230679479	1.045714813	0.094332636	0.583589671	4.972984387	2.06876308	-3.153397508	Normal
TCGA-DD-A1EE-11A-11R-A131-07	0.257128738	1.083979024	0.230297446	0.618078812	5.321399768	0.914169724	-5.294412862	Normal
TCGA-DD-A116-11A-12R-A26B-07	0.315183702	0.730024581	0.229381109	0.037371847	4.971583223	0.947402183	-6.594065767	Normal
TCGA-DD-A118-11A-11R-A131-07	0.173498384	1.034306658	0.143294639	0.243477946	5.790756355	0.379667532	-8.850185796	Normal
TCGA-DD-A114-11A-12R-A131-07	0.32490094	0.8427894	0.361919928	1.103201566	5.071372846	0.835540368	-2.434933302	Normal
TCGA-DD-A3A4-11A-11R-A22L-07	0.445141583	1.371614556	1.017022799	1.502154691	6.754643915	2.03538219	-2.860096042	Normal
TCGA-DD-A1EJ-11A-11R-A155-07	0.194924372	0.886626931	0.652197116	0.959191057	5.212456474	1.810634293	-1.884778634	Normal
TCGA-ES-A2HT-11A-11R-A180-07	0.511796693	1.13764121	0.966915078	1.320763683	4.231521074	1.1474541	1.499681434	Normal
TCGA-BC-A10R-11A-11R-A131-07	0.286631081	0.855129448	0.181166072	0.601782828	5.341465094	0.159698629	-6.328413009	Normal
TCGA-BC-A10Y-11A-11R-A131-07	0.241330344	0.682541908	0.441844197	0.727082119	5.93428584	1.25473979	-5.446258801	Normal
TCGA-BC-A10U-11A-11R-A131-07	0.252919157	0.660509081	0.335480748	0.622425127	4.849470129	1.89539601	-2.443872668	Normal
TCGA-DD-A11B-11A-11R-A131-07	0.318994688	0.844176824	0.557606927	0.769105483	4.713943881	1.821832087	-1.441983563	Normal
TCGA-DD-A1EB-11A-11R-A131-07	0.253649149	0.988872922	0.27537073	0.502234458	5.195020801	0	-6.607126773	Normal
TCGA-BC-A10Q-11A-11R-A131-07	0.268419233	1.101485463	0.436462006	0.915436177	5.112254228	0.861961843	-3.399687956	Normal
TCGA-DD-A3A6-11A-11R-A22L-07	0.462211416	1.522884736	1.128215473	0.720567746	2.207940543	1.772601447	4.693282931	Normal
TCGA-CC-A5UC-01A-11R-A28V-07	0.932440999	1.707007377	1.865573576	2.195043164	3.132841367	3.423513038	11.75042662	Tumor
TCGA-DD-AAEI-01A-11R-A41C-07	0.822603357	1.921635047	1.454220754	2.110496514	2.818668848	1.158790849	8.512635255	Tumor
TCGA-G3-A7M6-01A-11R-A33R-07	2.137385531	1.509404505	1.464877561	1.944461766	0.786571727	3.943166747	17.57859929	Tumor
TCGA-DD-A1EL-01A-11R-A155-07	0.92194132	2.419771699	1.906793406	0.85559649	2.281900186	1.846446401	5.69470994	Tumor
TCGA-DD-A4NB-01A-12R-A266-07	0.658119897	1.219208771	0.420213761	2.712538508	2.709138973	3.805246549	14.17622948	Tumor
TCGA-DD-A39Y-01A-11R-A213-07	1.742613415	2.346925278	1.844671263	2.544828228	1.393416545	4.684864545	19.27277233	Tumor
TCGA-DD-AAC8-01A-11R-A41C-07	0.921645504	1.295065639	2.081446737	2.16646522	1.88321766	2.331333622	13.6727338	Tumor
TCGA-DD-AACG-01A-11R-A41C-07	1.802763511	1.34894314	1.457457651	0.435071225	0.607754812	2.816515811	10.03852696	Tumor
TCGA-2Y-A9HA-01A-11R-A39D-07	0.71398254	2.644580147	1.520253901	1.919783602	2.23673484	1.629192227	9.35415182	Tumor
TCGA-DD-AAVQ-01A-11R-A41C-07	1.181477301	1.547632397	1.907252958	1.56282168	1.25235625	2.935861125	13.32932291	Tumor
TCGA-CC-A3M9-01A-11R-A213-07	2.558395264	1.865978288	1.847940152	2.16646522	1.021483281	4.589666924	19.22472048	Tumor
TCGA-FV-A23B-01A-11R-A16W-07	0.942577091	1.335185791	1.017022799	2.313085595	3.61062544	1.702506019	8.133241604	Tumor
TCGA-DD-A1EJ-01A-11R-A155-07	0.871707291	1.741094526	1.461932108	3.296097005	2.899641174	1.039966303	13.28298423	Tumor
TCGA-CC-A5UE-01A-11R-A28V-07	1.536645548	2.324126873	1.986689219	0.981323243	2.067269415	2.664385884	8.34747024	Tumor
TCGA-DD-A4ND-01A-11R-A266-07	0.548615551	1.932153589	0.376012595	1.983760468	3.346558524	4.727172604	10.2654578	Tumor
TCGA-DD-A4NV-01A-11R-A311-07	0.469060197	1.52990796	1.140948575	2.05765662	3.891145653	2.440802658	7.099748681	Tumor
TCGA-EP-A3RK-01A-11R-A22L-07	1.227511141	2.031770547	1.916744989	1.517507632	1.931329901	2.349013108	10.43286401	Tumor
TCGA-DD-AAW3-01A-11R-A41C-07	0.497453614	1.318346198	1.532181097	1.52849096	2.323300482	1.371689986	7.808128448	Tumor
TCGA-DD-AADD-01A-11R-A41C-07	0.666541439	1.291400377	1.14414585	1.419435319	3.290018741	0.439362412	3.446849356	Tumor
TCGA-2Y-A9H7-01A-11R-A39D-07	0.92006887	1.637108448	1.390454815	1.488518707	3.091060628	1.861617114	6.33538277	Tumor
TCGA-DD-AADB-01A-11R-A41C-07	1.963062283	2.438285594	2.143812405	2.238013154	3.157590125	1.5195345	9.749181052	Tumor
TCGA-XR-A8TF-01A-11R-A36F-07	0.362212288	1.558013195	1.934058743	0.452759389	2.587293509	0.876760452	2.145738757	Tumor
TCGA-DD-AAD1-01A-11R-A41C-07	0.67132906	1.250990622	1.265241859	2.06292953	2.783667447	3.565799145	11.76353201	Tumor
TCGA-UB-A7MF-01A-11R-A33J-07	1.262770014	2.021220194	1.186889411	2.078541128	1.703385888	2.17845591	12.42618386	Tumor
TCGA-RC-A7SH-01A-11R-A38B-07	1.570786383	2.176056737	2.580042962	3.309858405	1.690092925	3.252775059	20.55835035	Tumor
TCGA-DD-AACV-01A-11R-A41C-07	0.167881475	2.267491025	2.046782341	1.558883245	1.58192104	0.531609606	8.386380774	Tumor
TCGA-HP-A5MZ-01A-21R-A27V-07	0.992267138	1.552283012	0.837384992	1.816247539	1.98865095	3.13426324	11.68236392	Tumor
TCGA-DD-AADY-01A-11R-A41C-07	0.545322552	1.372769906	1.694543502	1.368855271	1.970324648	1.149800517	7.860742178	Tumor
TCGA-LG-A9QC-01A-11R-A37K-07	0.97446381	0.878310856	1.666234685	1.078699705	2.498779007	3.10224267	8.488113711	Tumor
TCGA-G3-A25X-01A-11R-A16W-07	2.43355518	2.184657136	2.145932063	1.261539101	0.299329828	5.113986985	17.93506314	Tumor
TCGA-G3-A7M7-01A-12R-A352-07	1.291172196	1.932955073	1.228658903	2.177760843	1.994892585	2.151791575	12.20128731	Tumor
TCGA-DD-AAD5-01A-11R-A41C-07	1.484146716	1.975222884	2.175896522	2.729764311	0.098037456	5.698414272	24.99442815	Tumor
TCGA-DD-AAVW-01A-11R-A41C-07	0.353992564	1.121351948	0.926858997	1.072728198	2.909351542	2.90476833	5.952585306	Tumor
TCGA-RG-A7D4-01A-12R-A33R-07	0.65490511	1.567723096	1.792648697	1.16731505	2.060167979	1.860005637	7.7979429	Tumor
TCGA-BW-A5NQ-01A-11R-A27V-07	0.505356226	1.702173633	1.572961364	1.739390402	1.406493716	1.484361515	10.91955311	Tumor
TCGA-ZP-A9D0-01A-11R-A37K-07	0.753637754	1.72188645	0.490478763	1.432624428	3.406425916	1.113304747	3.277719204	Tumor
TCGA-DD-AADQ-01A-11R-A41C-07	0.772377319	1.950747305	1.657077936	2.200683059	1.639342539	2.531981673	13.79605738	Tumor
TCGA-DD-AAVZ-01A-11R-A41C-07	0.422469756	1.470652018	1.364863717	1.017322914	2.286602759	1.372783617	5.450820004	Tumor
TCGA-G3-A25T-01A-11R-A16W-07	2.09630329	1.516439361	1.892340663	2.544828228	1.879049662	3.883080504	17.73622999	Tumor
TCGA-ZP-A9CY-01A-11R-A38B-07	0.359808174	0.92368428	0.685710624	1.286335751	3.683184756	1.908052773	3.485705299	Tumor
TCGA-DD-AACD-01A-11R-A41C-07	0.861401193	1.957148918	1.74941625	1.097643204	0.392346251	2.907423421	12.86381283	Tumor
TCGA-G3-A7M8-01A-11R-A33R-07	0.958132453	1.52022436	0.7179934	0.591700386	2.336759251	2.143267607	4.218842016	Tumor
TCGA-G3-A6UC-01A-21R-A33J-07	0.495943332	1.255899205	1.019724859	1.456297188	2.545174751	0.445045292	5.236717662	Tumor
TCGA-DD-AADM-01A-11R-A41C-07	1.241860067	1.974308758	1.862631751	1.204864158	0.991537022	3.098368133	12.42491235	Tumor
TCGA-KR-A7K7-01A-11R-A33J-07	1.451719461	2.543409646	2.431429475	2.466096688	0.94715102	2.48887969	17.37077453	Tumor
TCGA-ED-A627-01A-12R-A311-07	0.325534919	0.968815599	0.771814968	1.477715964	4.893058282	3.212432473	3.119527029	Tumor
TCGA-RC-A7SK-01A-11R-A352-07	0.66471418	1.700030777	1.077197654	1.551161784	2.389739409	2.590533491	8.809065345	Tumor
TCGA-DD-A3A8-01A-11R-A22L-07	0.811216423	1.280008009	1.249818974	1.470680485	2.311584072	1.536356766	7.741174988	Tumor
TCGA-WX-AA46-01A-11R-A39D-07	0.39293738	0.829564683	0.805935215	0.773505598	4.774527256	2.111637582	-0.883453279	Tumor
TCGA-DD-A4NP-01A-11R-A28V-07	0.770846185	1.372156706	0.716179238	0.682795997	3.152198161	1.895824194	2.241454652	Tumor
TCGA-DD-A39V-01A-11R-A213-07	1.321929078	2.691174845	2.278407934	0.936996255	0.82139791	2.897971374	11.48522303	Tumor
TCGA-DD-AADV-01A-11R-A39D-07	0.501857404	2.769015856	2.072158296	1.346552682	2.968719947	1.798785952	5.724757734	Tumor
TCGA-FV-A3I1-01A-11R-A22L-07	1.299196228	0.831347992	0.376012595	0.986491518	2.39545423	2.134951054	5.986363622	Tumor
TCGA-G3-A3CI-01A-11R-A213-07	0.407399537	1.263303073	0.332867681	1.653822508	2.719362156	2.016186081	7.024117578	Tumor
TCGA-ED-A5KG-01A-11R-A27V-07	0.873579886	0.992930175	1.106146081	1.843583671	1.767329918	3.101463888	12.82042939	Tumor
TCGA-BD-A3EP-01A-11R-A22L-07	1.073673243	1.980926851	1.50956592	2.28779802	1.270723482	3.535527601	16.43377108	Tumor
TCGA-DD-AAVY-01A-11R-A41C-07	0.255323873	1.403921104	1.61749487	1.100548706	1.690862547	0.396002943	6.137446942	Tumor
TCGA-DD-AACU-01A-11R-A41C-07	0.521778712	1.540797729	1.020760965	1.207812797	2.028379293	1.661688191	6.952108392	Tumor
TCGA-DD-AADI-01A-11R-A41C-07	1.198844386	1.999694937	2.238801812	1.629455842	0.984914072	3.270837803	14.79311107	Tumor
TCGA-DD-AACA-02A-11R-A41C-07	0.493538833	1.098390609	1.360257878	1.147351452	3.452537363	2.23368051	4.551043315	Tumor
TCGA-CC-A8HU-01A-11R-A36F-07	1.346387024	1.977744725	1.912510377	2.177760843	2.596711779	2.138141392	11.3886778	Tumor
TCGA-DD-AAD6-01A-11R-A41C-07	1.266400733	1.984293016	2.525012015	1.52849096	2.65501787	2.588784274	9.678740074	Tumor
TCGA-G3-A25Z-01A-11R-A16W-07	0.990836496	1.786548714	1.858286671	1.535969722	2.115019613	2.429635214	10.11581859	Tumor
TCGA-5C-AAPD-01A-21R-A39D-07	1.76479084	2.859761917	2.289856315	2.670747709	0.650774308	3.485296019	20.16157405	Tumor
TCGA-DD-A4NS-01A-11R-A311-07	0.552294729	0.944219174	0.839697698	1.637375284	4.306436549	4.372867967	7.011529588	Tumor
TCGA-GJ-A9DB-01A-11R-A37K-07	0.93212422	1.625135958	1.212375581	1.939078326	1.703065578	3.117794145	13.17216187	Tumor
TCGA-XR-A8TE-01A-11R-A36F-07	0.33219065	0.785168603	1.136647112	1.862244952	3.544989965	1.764240557	6.565460522	Tumor
TCGA-DD-AAEA-01A-11R-A41C-07	1.879719453	1.990740109	1.371511052	2.391022181	2.404953215	2.058315962	12.41579941	Tumor
TCGA-DD-A4NL-01A-11R-A28V-07	0.412669956	1.44169662	0.472128464	1.234527476	3.38262412	2.481830362	4.296825968	Tumor
TCGA-4R-AA8I-01A-11R-A38B-07	0.747250054	2.227005546	0.684586865	0.791714546	2.789598801	1.893703957	3.042929472	Tumor
TCGA-YA-A8S7-01A-11R-A37K-07	1.768243703	2.101847227	1.845108855	3.708424308	1.768265226	2.482901326	20.43414794	Tumor
TCGA-G3-AAUZ-01A-11R-A38B-07	1.400701269	1.884553811	1.7544234	0.925007447	2.779514416	3.057156099	6.839173306	Tumor
TCGA-K7-A5RG-01A-11R-A28V-07	0.517559442	1.650608716	1.03912262	1.82540371	1.744564277	1.147116459	9.504358755	Tumor
TCGA-DD-AACT-01A-11R-A41C-07	0.980679244	1.6166591	1.94277302	2.654125493	3.615366421	2.241565662	11.05903742	Tumor
TCGA-DD-A73F-01A-11R-A32O-07	0.604987917	1.784362827	0.678176127	1.412420788	2.291673343	1.862022966	7.003518567	Tumor
TCGA-FV-A4ZQ-01A-11R-A266-07	1.197445692	1.947407177	1.485916741	1.543594391	1.689769253	1.614036897	9.74864778	Tumor
TCGA-NI-A4U2-01A-11R-A28V-07	0.648495734	1.233477315	0.518055521	1.159024537	1.781359784	2.302608156	7.973574217	Tumor
TCGA-CC-A3MA-01A-11R-A213-07	1.039494833	1.56321557	2.588771293	2.046838883	1.169423879	4.087916013	17.7077257	Tumor
TCGA-DD-AADW-01A-11R-A39D-07	0.867391629	1.609838135	1.506331163	2.818994185	2.068610423	2.638686582	15.59230213	Tumor
TCGA-DD-A1EG-01A-11R-A213-07	1.345413866	1.74678236	1.561856274	2.132505639	1.460735739	2.260608043	13.93983876	Tumor
TCGA-CC-5259-01A-31R-A213-07	1.919389473	1.865978288	1.896200779	2.073627696	1.242910725	4.386718548	17.69238375	Tumor
TCGA-DD-AAD3-01A-11R-A41C-07	0.477961866	1.280008009	1.071165634	1.653822508	2.069611897	2.317902945	9.789679642	Tumor
TCGA-BC-A8YO-01A-11R-A37K-07	0.915112356	1.908878019	1.516990938	0.692956769	1.447054346	1.365361171	6.319264295	Tumor
TCGA-CC-A8HV-01A-11R-A36F-07	1.521734072	2.394191762	2.764458793	3.424934823	2.928290608	3.886913086	18.88476438	Tumor
TCGA-GJ-A6C0-01A-12R-A311-07	1.152551775	2.065892677	1.515763698	3.154835529	1.729914697	2.203512889	17.15852839	Tumor
TCGA-DD-A73A-01A-12R-A32O-07	0.775472834	1.803380507	1.449463668	1.964245817	3.225727711	2.181606589	8.315213827	Tumor
TCGA-MI-A75G-01A-11R-A32O-07	0.715355071	1.556203829	1.63943432	1.857567311	2.282939378	2.058315962	10.31261933	Tumor
TCGA-G3-AAV2-01A-11R-A37K-07	0.821490064	1.561300078	1.298752866	2.160581619	2.584919346	2.316884819	10.91612843	Tumor
TCGA-DD-AAE1-01A-11R-A41C-07	0.86014134	1.813689048	2.145384546	1.857567311	3.500370272	1.079109113	6.436813732	Tumor
TCGA-CC-A3MB-01A-11R-A213-07	1.473620344	1.590810326	1.882660375	2.171833469	2.486031215	0.813875186	10.11860778	Tumor
TCGA-DD-A4NR-01A-11R-A311-07	1.138924587	1.693881804	1.221887598	2.544828228	2.249662086	3.633970896	15.16475155	Tumor
TCGA-DD-A3A4-01A-11R-A22L-07	0.712313997	1.392440965	0.853553508	1.574260484	2.490043247	1.304611513	6.910077066	Tumor
TCGA-DD-AACL-01A-11R-A41C-07	1.441606528	2.658303231	2.104629312	2.25070214	0.952799375	4.655723844	18.97850801	Tumor
TCGA-UB-A7MA-01A-11R-A33R-07	1.435175375	3.878791601	4.323298702	2.25070214	1.74170403	4.49676009	18.30870259	Tumor
TCGA-DD-AADU-01A-11R-A41C-07	0.953708234	1.232362039	1.612697709	1.159024537	2.198993657	2.944999264	9.078050841	Tumor
TCGA-CC-A9FU-01A-11R-A37K-07	1.804344678	1.806198141	1.870242589	3.042337937	3.276850009	0.931787624	12.05257869	Tumor
TCGA-KR-A7K2-01A-12R-A33R-07	1.51892353	2.309970811	2.165527214	2.791001046	1.010526737	3.722135324	20.15853707	Tumor
TCGA-CC-A8HS-01A-11R-A36F-07	1.372035721	2.200476646	1.553417539	2.87553286	2.64277478	3.247692874	15.2377436	Tumor
TCGA-DD-A3A3-01A-11R-A22L-07	1.019425718	2.082599067	1.567563376	0.915436177	1.47756658	2.294529471	8.443798359	Tumor
TCGA-DD-AACO-01A-11R-A41C-07	1.436711972	1.066686777	1.028647145	0.047306699	0.363176035	3.927486563	10.03408535	Tumor
TCGA-RC-A6M4-01A-11R-A32O-07	0.719609263	1.602583625	1.621696171	0.823146481	2.423249325	1.708377884	5.101716895	Tumor
TCGA-UB-AA0U-01A-11R-A38B-07	0.637530399	0.678613521	1.032813751	1.771067816	3.833983677	2.372123225	6.429773848	Tumor
TCGA-G3-A5SM-01A-12R-A28V-07	0.994336306	1.833654431	1.303498661	1.187466513	2.457913952	2.362927181	7.142436685	Tumor
TCGA-DD-A39Z-01A-11R-A213-07	1.787526132	2.059856368	1.633421802	1.726489285	1.926957989	2.485556587	11.53592375	Tumor
TCGA-DD-A4NG-01A-11R-A27V-07	0.399607111	0.472814669	1.507162126	1.402295972	2.28014473	1.442931975	7.891375076	Tumor
TCGA-CC-A7IF-01A-11R-A33J-07	0.975086595	1.674037017	1.340928907	1.463671135	2.749884169	2.468062871	7.848510955	Tumor
TCGA-DD-AACQ-01A-11R-A41C-07	1.200140557	2.087811363	1.661467094	0.55875589	1.246405827	2.601037246	8.119721282	Tumor
TCGA-ED-A8O5-01A-11R-A36F-07	0.364755973	1.453190267	1.048488108	2.089108513	3.505553744	2.124163771	7.644000564	Tumor
TCGA-BC-A69H-01A-11R-A311-07	2.117615818	2.803631411	2.354316406	2.451500592	0.624115695	3.457461372	19.56909948	Tumor
TCGA-DD-AAEE-01A-11R-A41C-07	1.114005595	1.940907296	1.745875532	1.048571343	2.533219606	1.931279234	6.235946206	Tumor
TCGA-ED-A7PY-01A-11R-A33R-07	0.712626441	1.803380507	1.709842955	1.467029373	1.426894175	2.469703126	11.25070373	Tumor
TCGA-DD-AADL-01A-11R-A41C-07	0.817094328	1.785810182	1.321475274	1.392380912	1.999152883	0.978542531	7.205104315	Tumor
TCGA-G3-AAV3-01A-11R-A37K-07	1.014229603	1.544491528	1.336518757	1.261539101	2.1535008	3.167703294	9.500920408	Tumor
